code;title;short_title;region;group;chord1;popul2021;nodetype;capital;lat;lon;worldmap
2131;;Мьянма;Юго-Восточная Азия;Юго-Восточная Азия;Юго-Восточная Азия;;country;Нейпьидо;19.7285;96.087889;Myanmar
2132;;Намибия;Африка;Африка;Африка;;country;Виндхук;-22.57;17.083611;Namibia
2133;;Непал;Южная Азия;Южная Азия;Южная Азия;;country;Катманду;27.716667;85.366667;Nepal
2134;;Нигер;Африка;Африка;Африка;;country;Ниамей;13.508611;2.111111;Niger
2135;;Нигерия;Африка;Нигерия;Африка;;country;Абуджа;9.366667;8.083333;Nigeria
2136;;Нид. Антильские о-ва;Латинская Америка;Латинская Америка;Латинская Америка;;country;Виллемстад;12.116667;-68.933333;
2137;;Нидерланды;Западная Европа;Западная Европа;Европа;;country;Амстердам;52.383333;4.9;Netherlands
2138;;Никарагуа;Латинская Америка;Латинская Америка;Латинская Америка;;country;Манагуа;12.15;-86.266667;Nicaragua
2139;;Ниуэ;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Алофи;-19.066667;-169.916667;Niue
2140;;Новая Зеландия;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Веллингтон;-41.288889;174.777222;New Zealand
2141;;Новая Каледония;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Нумеа;-22.266667;166.45;New Caledonia
2142;;Норвегия;Северная Европа;Северная Европа;Европа;;country;Осло;59.911111;10.752778;Norway
2143;;ОАЭ;Западная Азия;Западная Азия;Западная Азия;;country;Абу-Даби;24.451111;54.396944;United Arab Emirates
2144;;Оман;Западная Азия;Западная Азия;Западная Азия;;country;Маскат;23.6;58.583333;Oman
2145;;Остров Буве;Африка;Африка;Африка;;country;;-54.433333;3.4;
2146;;Острова Кука;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Аваруа;-21.2;-159.766667;Cook Is.
2147;;Остров Рождества;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Флайинг-Фиш-Ков;-10.483333;105.633333;
2148;;Теркс и Кайкос;Латинская Америка;Латинская Америка;Латинская Америка;;country;Коберн-Таун;21.460278;-71.141389;Turks and Caicos Is.
2149;;О-ва Херд и Макдональд;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Херд;-53.1;73.5;Heard I. and McDonald Is.
2150;;Пакистан;Южная Азия;Южная Азия;Южная Азия;;country;Исламабад;33.666667;73.166667;Pakistan
2151;;Палау;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Корор;7.34333;134.48042;Palau
2152;;Палестинская тер-ия;Западная Азия;Западная Азия;Западная Азия;;country;Рамалла;31.896944;35.201667;Palestine
2153;;Панама;Латинская Америка;Латинская Америка;Латинская Америка;;country;Панама;8.95;-79.533333;Panama
2154;;Ватикан;Южная Европа;Южная Европа;Европа;;country;Ватикан;41.903417;12.453389;Vatican
2155;;Новая Гвинея;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Порт-Морсби;-9.45;147.188889;Papua New Guinea
2156;;Парагвай;Латинская Америка;Латинская Америка;Латинская Америка;;country;Асунсьон;-23.266667;-58.2;Paraguay
2157;;Перу;Латинская Америка;Латинская Америка;Латинская Америка;;country;Лима;-12.035;-77.018611;Peru
2158;;Питкерн;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Адамстаун;-25.066667;-130.1;Pitcairn Is.
2159;;Польша;Восточная Европа;Восточная Европа;Европа;;country;Варшава;52.216667;21.033333;Poland
2160;;Португалия;Южная Европа;Южная Европа;Европа;;country;Лиссабон;38.716667;-9.166667;Portugal
2161;;Пуэрто-Рико;Латинская Америка;Латинская Америка;Латинская Америка;;country;Сан-Хуан;18.45;-66.066667;Puerto Rico
2162;;Реюньон;Африка;Африка;Африка;;country;Сен-Дени;-20.883333;55.516667;
2163;;Руанда;Африка;Африка;Африка;;country;Кигали;-1.953611;30.060556;Rwanda
2164;;Румыния;Восточная Европа;Восточная Европа;Европа;;country;Бухарест;44.4;26.083333;Romania
2165;;Самоа;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Апиа;-13.833333;-171.833333;Samoa
2166;;Сан-Марино;Южная Европа;Южная Европа;Европа;;country;Сан-Марино;43.933889;12.446667;San Marino
2167;;Сан-Томе и Принсипи;Африка;Африка;Африка;;country;Сан-Томе;0.333333;6.733333;S?o Tom? and Principe
2168;;Саудовская Аравия;Западная Азия;Западная Азия;Западная Азия;;country;Эр-Рияд;24.65;46.71;Saudi Arabia
2169;;О-в Святой Елены;Африка;Африка;Африка;;country;Джеймстаун;-15.916667;-5.716667;Saint Helena
2170;;Северная Македония;Южная Европа;Южная Европа;Европа;;country;Скопье;41.983333;21.433333;Macedonia
2171;;Сев. Марианские О-ва;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Сайпан;15.1833;145.75;N. Mariana Is.
2172;;Сейшелы;Африка;Африка;Африка;;country;Виктория;-4.630833;55.461944;Seychelles
2173;;Сенегал;Африка;Африка;Африка;;country;Дакар;14.731944;-17.457222;Senegal
2174;;Сент-Винсент и Грен.;Латинская Америка;Латинская Америка;Латинская Америка;;country;Кингстаун;13.166667;-61.233333;St. Vin. and Gren.
2175;;Сент-Китс и Невис;Латинская Америка;Латинская Америка;Латинская Америка;;country;Бастер;17.298333;62.734167;St. Kitts and Nevis
2176;;Сербия;Южная Европа;Сербия;Европа;;country;Белград;44.816667;20.466667;Serbia
2177;;Сингапур;Юго-Восточная Азия;Юго-Восточная Азия;Юго-Восточная Азия;;country;Сингапур;1.35;103.85;Singapore
2178;;Сирия;Западная Азия;Сирия;Западная Азия;;country;Дамаск;33.513056;36.291944;Syria
2179;;Словакия;Восточная Европа;Восточная Европа;Европа;;country;Братислава;48.144722;17.112778;Slovakia
2180;;Словения;Южная Европа;Южная Европа;Европа;;country;Любляна;46.05;14.5;Slovenia
2181;;Великобритания;Северная Европа;Северная Европа;Европа;;country;Лондон;51.507222;-0.1275;United Kingdom
2182;;США;Северная Америка;США;Северная Америка;;country;Вашингтон;38.895;-77.036667;United States of America
2183;;Соломоновы О-ва;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Хониара;-9.4337;159.956;Solomon Is.
2184;;Сомали;Африка;Африка;Африка;;country;Могадишо;2.040833;45.3425;Somalia
2185;;Судан;Африка;Африка;Африка;;country;Хартум;15.566667;32.6;Sudan
2187;;Суринам;Латинская Америка;Латинская Америка;Латинская Америка;;country;Парамарибо;5.866667;-55.166667;Suriname
2188;;Сьерра-Леоне;Африка;Африка;Африка;;country;Фритаун;8.483333;-13.233056;Sierra Leone
2189;;Таджикистан;Центральная Азия;Таджикистан;Таджикистан;;country;Душанбе;38.573056;68.786389;Tajikistan
2190;;Таиланд;Юго-Восточная Азия;Юго-Восточная Азия;Юго-Восточная Азия;;country;Бангкок;13.75;100.516667;Thailand
2191;;Тайвань;Восточная Азия;Восточная Азия;Восточная Азия;;country;Тайбэй;25.033333;121.533333;Taiwan
2192;;Танзания;Африка;Африка;Африка;;country;Додома;-6.25;35.75;Tanzania
2193;;Того;Африка;Африка;Африка;;country;Ломе;6.131944;1.222778;Togo
2194;;Токелау;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Атафу;-8.551667;-172.500833;
2195;;Тонга;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Нукуалофа;-21.134722;-175.208333;Tonga
2196;;Тринидад и Тобаго;Латинская Америка;Латинская Америка;Латинская Америка;;country;Порт-оф-Спейн;10.666667;-61.516667;Trinidad and Tobago
2197;;Тувалу;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Фунафути;-8.516667;179.216667;Tuvalu
2198;;Тунис;Африка;Африка;Африка;;country;Тунис;36.800833;10.18;Tunisia
2199;;Туркменистан;Центральная Азия;Туркменистан;Туркменистан;;country;Ашхабад;37.95;58.383333;Turkmenistan
2200;;Турция;Западная Азия;Турция;Западная Азия;;country;Анкара;39;35;Turkey
2201;;Уганда;Африка;Африка;Африка;;country;Кампала;0.3;32.633333;Uganda
2202;;Узбекистан;Центральная Азия;Узбекистан;Узбекистан;;country;Ташкент;41.3;69.25;Uzbekistan
2203;;Украина;Восточная Европа;Украина;Украина;;country;Киев;50.45;30.516667;Ukraine
2204;;Уоллис и Футуна;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Мата-Уту;-13.282306;-176.176722;Wallis and Futuna Is.
2205;;Уругвай;Латинская Америка;Латинская Америка;Латинская Америка;;country;Монтевидео;-34.866944;-56.166667;Uruguay
2206;;Фарерские о-ва;Северная Европа;Северная Европа;Европа;;country;Торсхавн;62;-6.783333;Faeroe Is.
2207;;Фиджи;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Сува;-18.133333;178.433333;Fiji
2208;;Филиппины;Юго-Восточная Азия;Юго-Восточная Азия;Юго-Восточная Азия;;country;Манила;14.583333;121;Philippines
2209;;Финляндия;Северная Европа;Северная Европа;Европа;;country;Хельсинки;64.35;26.65;Finland
2210;;Фолклендские о-ва;Латинская Америка;Латинская Америка;Латинская Америка;;country;Стэнли;-51.691944;-57.858889;Falkland Is.
2211;;Франция;Западная Европа;Западная Европа;Европа;;country;Париж;48.833333;2.333333;France
2212;;Гвиана;Латинская Америка;Латинская Америка;Латинская Америка;;country;Кайенна;4.933333;-52.333333;
2213;;Франц. Полинезия;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Папеэте;-17.533333;-149.566667;Fr. Polynesia
2214;;Франц. Южн. тер-ии;Южная Азия;Южная Азия;Южная Азия;;country;Сен-Пьер;-21.341944;55.477778;Fr. S. Antarctic Lands
2215;;Хорватия;Южная Европа;Южная Европа;Европа;;country;Загреб;45.8;15.95;Croatia
2216;;ЦАР;Африка;Африка;Африка;;country;Банги;4.361389;18.555278;Central African Rep.
2217;;Чад;Африка;Африка;Африка;;country;Нджамена;12.116389;15.072222;Chad
2218;;Черногория;Южная Европа;Южная Европа;Европа;;country;Подгорица;42.833333;19.166667;Montenegro
2219;;Чехия;Восточная Европа;Восточная Европа;Европа;;country;Прага;49.85;15.466667;Czechia
2220;;Чили;Латинская Америка;Латинская Америка;Латинская Америка;;country;Сантьяго;-37.933333;-72.333333;Chile
2221;;Швейцария;Западная Европа;Западная Европа;Европа;;country;Берн;46.95;7.45;Switzerland
2222;;Швеция;Северная Европа;Северная Европа;Европа;;country;Стокгольм;59.333333;18.066667;Sweden
2223;;Шри-Ланка;Южная Азия;Южная Азия;Южная Азия;;country;Шри-Джаяварденепура-Котте;6.910833;79.887778;Sri Lanka
2224;;Эквадор;Латинская Америка;Латинская Америка;Латинская Америка;;country;Кито;-0.218611;-78.509722;Ecuador
2225;;Экватор. Гвинея;Африка;Африка;Африка;;country;Малабо;3.752407;8.775265;Eq. Guinea
2226;;Аландские о-ва;Северная Европа;Северная Европа;Европа;;country;Мариехамн;60.098611;19.944444;
2227;;Сальвадор;Латинская Америка;Латинская Америка;Латинская Америка;;country;Сан-Сальвадор;13.683333;-89.183333;El Salvador
2228;;Эритрея;Африка;Африка;Африка;;country;Асмэра;15.333333;38.916667;Eritrea
2229;;Эсватини;Африка;Африка;Африка;;country;Мбабане;-26.320833;31.161667;eSwatini
2230;;Эстония;Северная Европа;Эстония;Европа;;country;Таллин;59.433333;24.75;Estonia
2231;;Эфиопия;Африка;Африка;Африка;;country;Аддис-Абеба;8.993335;38.726911;Ethiopia
2232;;ЮАР;Африка;Африка;Африка;;country;Претория;-25.746442;28.188048;South Africa
2233;;Южная Осетия;Западная Азия;Западная Азия;Западная Азия;;country;Цхинвал;42.225661;43.970072;
2234;;Южный Судан;Африка;Африка;Африка;;country;Джуба;4.85;31.6;
2235;;Ямайка;Латинская Америка;Латинская Америка;Латинская Америка;;country;Кингстон;17.983333;-76.8;Jamaica
2236;;Япония;Восточная Азия;Восточная Азия;Восточная Азия;;country;Токио;35.7;139.6;Japan
2237;;Норфолк;Австралия и Океания;Австралия и Океания;Австралия и Океания;;country;Кингстон;-29.066667;167.966667;Norfolk Island
2238;;Лесото;Африка;Африка;Африка;;country;Масеру;-29.322222;27.487778;
2239;;Сен-Пьер и Микелон;Северная Америка;Северная Америка;Северная Америка;;country;Сен-Пьер;46.777778;-56.177778;St. Pierre and Miquelon
2250;;Другие страны;Другие страны;Другие страны;Другие страны;;country;;;;
